Area Name,Year,Month,Regional Unemployment Rate
Santa Cruz County,2016,August,5.7
Shasta County,2016,August,6.6
Sierra County,2016,August,6.4
Siskiyou County,2016,August,7.0
Solano County,2016,August,5.6
Sonoma County,2016,August,4.0
Stanislaus County,2016,August,7.8
Sutter County,2016,August,7.7
Tehama County,2016,August,7.1
Trinity County,2016,August,6.0
Tulare County,2016,August,10.6
Tuolumne County,2016,August,6.0
Ventura County,2016,August,5.7
Yolo County,2016,August,5.5
Yuba County,2016,August,7.9
Alameda County,2016,September,4.3
Alpine County,2016,September,7.4
Amador County,2016,September,5.4
Butte County,2016,September,6.0
Calaveras County,2016,September,5.3
Colusa County,2016,September,9.7
Contra Costa County,2016,September,4.4
Del Norte County,2016,September,6.4
El Dorado County,2016,September,4.9
Fresno County,2016,September,8.2
Glenn County,2016,September,6.9
Humboldt County,2016,September,4.5
Imperial County,2016,September,26.5
Inyo County,2016,September,4.8
Kern County,2016,September,9.2
Kings County,2016,September,8.3
Lake County,2016,September,6.0
Lassen County,2016,September,5.6
Los Angeles County,2016,September,5.5
Madera County,2016,September,7.6
Marin County,2016,September,3.3
Mariposa County,2016,September,5.2
Mendocino County,2016,September,4.6
Merced County,2016,September,8.2
Modoc County,2016,September,6.4
Mono County,2016,September,5.2
Monterey County,2016,September,5.2
Napa County,2016,September,3.9
Nevada County,2016,September,4.6
Orange County,2016,September,4.1
Placer County,2016,September,4.4
Plumas County,2016,September,6.6
Riverside County,2016,September,6.4
Sacramento County,2016,September,5.4
San Benito County,2016,September,5.8
San Bernardino County,2016,September,5.9
San Diego County,2016,September,4.7
San Francisco County,2016,September,3.3
San Joaquin County,2016,September,7.4
San Luis Obispo County,2016,September,4.3
San Mateo County,2016,September,3.1
Santa Barbara County,2016,September,4.6
Santa Clara County,2016,September,3.8
Santa Cruz County,2016,September,5.3
Shasta County,2016,September,6.3
Sierra County,2016,September,6.1
Siskiyou County,2016,September,6.6
Solano County,2016,September,5.3
Sonoma County,2016,September,3.8
Stanislaus County,2016,September,7.4
Sutter County,2016,September,7.6
Tehama County,2016,September,6.2
Trinity County,2016,September,5.6
Tulare County,2016,September,10.2
Tuolumne County,2016,September,5.6
Ventura County,2016,September,5.4
Yolo County,2016,September,5.2
Yuba County,2016,September,7.6
Alameda County,2016,October,4.3
Alpine County,2016,October,7.2
Amador County,2016,October,5.5
Butte County,2016,October,5.9
Calaveras County,2016,October,5.3
Colusa County,2016,October,11.0
Contra Costa County,2016,October,4.4
Del Norte County,2016,October,6.7
El Dorado County,2016,October,5.0
Fresno County,2016,October,9.0
Glenn County,2016,October,6.6
Humboldt County,2016,October,4.6
Imperial County,2016,October,25.3
Inyo County,2016,October,4.8
Kern County,2016,October,9.1
Kings County,2016,October,8.9
Lake County,2016,October,6.3
Lassen County,2016,October,5.4
Los Angeles County,2016,October,5.3
Madera County,2016,October,8.2
Marin County,2016,October,3.3
Mariposa County,2016,October,5.7
Mendocino County,2016,October,4.9
Merced County,2016,October,8.5
Modoc County,2016,October,6.8
Mono County,2016,October,6.2
Monterey County,2016,October,5.4
Napa County,2016,October,3.9
Nevada County,2016,October,4.6
Orange County,2016,October,4.0
Placer County,2016,October,4.4
Plumas County,2016,October,6.9
Riverside County,2016,October,6.2
Sacramento County,2016,October,5.4
San Benito County,2016,October,5.7
San Bernardino County,2016,October,5.7
San Diego County,2016,October,4.7
San Francisco County,2016,October,3.3
San Joaquin County,2016,October,7.4
San Luis Obispo County,2016,October,4.2
San Mateo County,2016,October,3.1
Santa Barbara County,2016,October,4.7
Santa Clara County,2016,October,3.8
Santa Cruz County,2016,October,5.4
Shasta County,2016,October,6.2
Sierra County,2016,October,6.1
Siskiyou County,2016,October,6.8
Solano County,2016,October,5.3
Sonoma County,2016,October,3.8
Stanislaus County,2016,October,7.8
Sutter County,2016,October,8.1
Tehama County,2016,October,5.9
Trinity County,2016,October,5.8
Tulare County,2016,October,10.8
Tuolumne County,2016,October,5.6
Ventura County,2016,October,5.3
Yolo County,2016,October,5.5
Yuba County,2016,October,7.7
Alameda County,2016,November,4.0
Alpine County,2016,November,7.3
Amador County,2016,November,5.6
Butte County,2016,November,5.9
Calaveras County,2016,November,5.3
Colusa County,2016,November,15.8
Contra Costa County,2016,November,4.1
Del Norte County,2016,November,7.2
El Dorado County,2016,November,4.8
Fresno County,2016,November,9.3
Glenn County,2016,November,7.3
Humboldt County,2016,November,4.5
Imperial County,2016,November,23.3
Inyo County,2016,November,4.9
Kern County,2016,November,9.4
Kings County,2016,November,9.4
Lake County,2016,November,6.7
Lassen County,2016,November,6.5
Los Angeles County,2016,November,4.9
Madera County,2016,November,8.9
Marin County,2016,November,3.1
Mariposa County,2016,November,6.4
Mendocino County,2016,November,5.2
Merced County,2016,November,9.4
Modoc County,2016,November,7.6
Mono County,2016,November,6.0
Monterey County,2016,November,6.7
Napa County,2016,November,4.4
Nevada County,2016,November,4.5
Orange County,2016,November,3.7
Placer County,2016,November,4.2
Plumas County,2016,November,8.8
Riverside County,2016,November,5.7
Sacramento County,2016,November,5.1
San Benito County,2016,November,5.9
San Bernardino County,2016,November,5.3
San Diego County,2016,November,4.4
San Francisco County,2016,November,3.1
San Joaquin County,2016,November,7.7
San Luis Obispo County,2016,November,3.9
San Mateo County,2016,November,2.9
Santa Barbara County,2016,November,4.8
Santa Clara County,2016,November,3.5
Santa Cruz County,2016,November,6.2
Shasta County,2016,November,6.4
Sierra County,2016,November,6.3
Siskiyou County,2016,November,7.7
Solano County,2016,November,5.2
Sonoma County,2016,November,3.7
Stanislaus County,2016,November,7.9
Sutter County,2016,November,9.3
Tehama County,2016,November,6.2
Trinity County,2016,November,6.8
Tulare County,2016,November,10.8
Tuolumne County,2016,November,5.6
Ventura County,2016,November,5.1
Yolo County,2016,November,5.6
Yuba County,2016,November,7.9
Alameda County,2016,December,3.9
Alpine County,2016,December,4.7
Amador County,2016,December,5.9
Butte County,2016,December,6.4
Calaveras County,2016,December,5.4
Colusa County,2016,December,19.9
Contra Costa County,2016,December,4.0
Del Norte County,2016,December,7.0
El Dorado County,2016,December,4.8
Fresno County,2016,December,9.7
Glenn County,2016,December,8.8
Humboldt County,2016,December,4.5
Imperial County,2016,December,21.5
Inyo County,2016,December,5.1
Kern County,2016,December,10.4
Kings County,2016,December,10.3
Lake County,2016,December,7.0
Lassen County,2016,December,7.4
Los Angeles County,2016,December,4.9
Madera County,2016,December,9.6
Marin County,2016,December,3.0
Mariposa County,2016,December,7.4
Mendocino County,2016,December,5.4
Merced County,2016,December,11.1
Modoc County,2016,December,9.0
Mono County,2016,December,4.6
Monterey County,2016,December,10.3
Napa County,2016,December,4.7
Nevada County,2016,December,4.5
Orange County,2016,December,3.6
Placer County,2016,December,4.1
Plumas County,2016,December,11.1
Riverside County,2016,December,5.4
Sacramento County,2016,December,5.0
San Benito County,2016,December,6.5
San Bernardino County,2016,December,5.1
San Diego County,2016,December,4.3
San Francisco County,2016,December,3.0
San Joaquin County,2016,December,7.9
San Luis Obispo County,2016,December,4.0
San Mateo County,2016,December,2.8
Santa Barbara County,2016,December,5.6
Santa Clara County,2016,December,3.4
Santa Cruz County,2016,December,7.8
Shasta County,2016,December,6.8
Sierra County,2016,December,8.4
Siskiyou County,2016,December,9.4
Solano County,2016,December,5.2
Sonoma County,2016,December,3.7
Stanislaus County,2016,December,8.5
Sutter County,2016,December,10.5
Tehama County,2016,December,6.9
Trinity County,2016,December,7.1
Tulare County,2016,December,11.8
Tuolumne County,2016,December,6.1
Ventura County,2016,December,5.0
Yolo County,2016,December,6.0
Yuba County,2016,December,8.9
Alameda County,2017,January,4.3
Alpine County,2017,January,5.5
Amador County,2017,January,6.4
Butte County,2017,January,7.3
Calaveras County,2017,January,6.1
Colusa County,2017,January,22.2
Contra Costa County,2017,January,4.5
Del Norte County,2017,January,7.8
El Dorado County,2017,January,5.4
Fresno County,2017,January,10.4
Glenn County,2017,January,9.5
Humboldt County,2017,January,5.2
Imperial County,2017,January,20.3
Inyo County,2017,January,5.3
Kern County,2017,January,11.2
Kings County,2017,January,11.4
Lake County,2017,January,7.3
Lassen County,2017,January,7.3
Los Angeles County,2017,January,5.3
Madera County,2017,January,10.2
Marin County,2017,January,3.4
Mariposa County,2017,January,8.6
Mendocino County,2017,January,5.9
Merced County,2017,January,12.1
Modoc County,2017,January,11.6
Mono County,2017,January,4.6
Monterey County,2017,January,11.6
Napa County,2017,January,4.9
Nevada County,2017,January,5.0
Orange County,2017,January,4.0
Placer County,2017,January,4.6
Plumas County,2017,January,13.3
Riverside County,2017,January,6.0
Sacramento County,2017,January,5.6
San Benito County,2017,January,7.4
San Bernardino County,2017,January,5.7
San Diego County,2017,January,4.7
San Francisco County,2017,January,3.4
San Joaquin County,2017,January,8.7
San Luis Obispo County,2017,January,4.5
San Mateo County,2017,January,3.1
Santa Barbara County,2017,January,6.2
Santa Clara County,2017,January,3.8
Santa Cruz County,2017,January,7.9
Shasta County,2017,January,7.3
Sierra County,2017,January,9.1
Siskiyou County,2017,January,10.0
Solano County,2017,January,5.8
Sonoma County,2017,January,4.2
Stanislaus County,2017,January,9.2
Sutter County,2017,January,11.4
Tehama County,2017,January,7.9
Trinity County,2017,January,8.4
Tulare County,2017,January,12.7
Tuolumne County,2017,January,6.8
Ventura County,2017,January,5.4
Yolo County,2017,January,6.8
Yuba County,2017,January,9.4
Alameda County,2017,February,4.0
Alpine County,2017,February,5.4
Amador County,2017,February,6.2
Butte County,2017,February,7.1
Calaveras County,2017,February,5.8
Colusa County,2017,February,23.2
Contra Costa County,2017,February,4.3
Del Norte County,2017,February,7.8
El Dorado County,2017,February,5.2
Fresno County,2017,February,10.5
Glenn County,2017,February,9.7
Humboldt County,2017,February,4.9
Imperial County,2017,February,19.1
Inyo County,2017,February,5.4
Kern County,2017,February,11.4
Kings County,2017,February,11.7
Lake County,2017,February,6.9
Lassen County,2017,February,7.5
Los Angeles County,2017,February,5.1
Madera County,2017,February,10.1
Marin County,2017,February,3.2
Mariposa County,2017,February,8.6
Mendocino County,2017,February,5.5
Merced County,2017,February,12.5
Modoc County,2017,February,11.7
Mono County,2017,February,4.4
Monterey County,2017,February,11.8
Napa County,2017,February,4.4
Nevada County,2017,February,4.8
Orange County,2017,February,3.8
Placer County,2017,February,4.4
Plumas County,2017,February,13.9
Riverside County,2017,February,5.7
Sacramento County,2017,February,5.3
San Benito County,2017,February,7.5
San Bernardino County,2017,February,5.4
San Diego County,2017,February,4.4
San Francisco County,2017,February,3.2
San Joaquin County,2017,February,8.5
San Luis Obispo County,2017,February,4.1
San Mateo County,2017,February,3.0
Santa Barbara County,2017,February,5.9
Santa Clara County,2017,February,3.6
Santa Cruz County,2017,February,7.9
Shasta County,2017,February,7.4
Sierra County,2017,February,9.2
Siskiyou County,2017,February,10.5
Solano County,2017,February,5.6
Sonoma County,2017,February,3.9
Stanislaus County,2017,February,9.1
Sutter County,2017,February,12.2
Tehama County,2017,February,7.9
Trinity County,2017,February,8.4
Tulare County,2017,February,12.8
Tuolumne County,2017,February,6.6
Ventura County,2017,February,5.0
Yolo County,2017,February,6.6
Yuba County,2017,February,9.6
Alameda County,2017,March,3.9
Alpine County,2017,March,5.5
Amador County,2017,March,5.7
Butte County,2017,March,6.5
Calaveras County,2017,March,5.4
Colusa County,2017,March,21.3
Contra Costa County,2017,March,4.1
Del Norte County,2017,March,7.4
El Dorado County,2017,March,4.9
Fresno County,2017,March,10.3
Glenn County,2017,March,8.9
Humboldt County,2017,March,4.6
Imperial County,2017,March,18.9
Inyo County,2017,March,5.0
Kern County,2017,March,11.4
Kings County,2017,March,11.2
Lake County,2017,March,6.4
Lassen County,2017,March,7.1
Los Angeles County,2017,March,4.7
Madera County,2017,March,9.9
Marin County,2017,March,3.0
Mariposa County,2017,March,7.8
Mendocino County,2017,March,5.3
Merced County,2017,March,12.0
Modoc County,2017,March,10.9
Mono County,2017,March,4.1
Monterey County,2017,March,11.0
Napa County,2017,March,4.0
Nevada County,2017,March,4.5
Orange County,2017,March,3.7
Placer County,2017,March,4.2
Plumas County,2017,March,13.2
Riverside County,2017,March,5.5
Sacramento County,2017,March,5.1
San Benito County,2017,March,7.2
San Bernardino County,2017,March,5.2
San Diego County,2017,March,4.3
San Francisco County,2017,March,3.0
San Joaquin County,2017,March,8.2
San Luis Obispo County,2017,March,3.8
San Mateo County,2017,March,2.8
Santa Barbara County,2017,March,5.4
Santa Clara County,2017,March,3.4
Santa Cruz County,2017,March,7.6
Shasta County,2017,March,6.9
Sierra County,2017,March,8.7
Siskiyou County,2017,March,9.7
Solano County,2017,March,5.2
Sonoma County,2017,March,3.6
Stanislaus County,2017,March,8.8
Sutter County,2017,March,11.5
Tehama County,2017,March,7.5
Trinity County,2017,March,8.2
Tulare County,2017,March,12.6
Tuolumne County,2017,March,6.2
Ventura County,2017,March,4.7
Yolo County,2017,March,6.0
Yuba County,2017,March,8.8
Alameda County,2017,April,3.6
Alpine County,2017,April,5.0
Amador County,2017,April,5.1
Butte County,2017,April,5.9
Calaveras County,2017,April,4.8
Colusa County,2017,April,17.1
Contra Costa County,2017,April,3.7
Del Norte County,2017,April,6.7
El Dorado County,2017,April,4.4
Fresno County,2017,April,9.0
Glenn County,2017,April,8.0
Humboldt County,2017,April,4.2
Imperial County,2017,April,18.1
Inyo County,2017,April,4.6
Kern County,2017,April,9.9
Kings County,2017,April,9.7
Lake County,2017,April,5.8
Lassen County,2017,April,6.2
Los Angeles County,2017,April,4.5
Madera County,2017,April,9.0
Marin County,2017,April,2.8
Mariposa County,2017,April,6.2
Mendocino County,2017,April,4.8
Merced County,2017,April,10.3
Modoc County,2017,April,8.5
Mono County,2017,April,3.6
Monterey County,2017,April,7.9
Napa County,2017,April,3.6
Nevada County,2017,April,4.1
Orange County,2017,April,3.4
Placer County,2017,April,3.8
Plumas County,2017,April,11.1
Riverside County,2017,April,5.0
Sacramento County,2017,April,4.6
San Benito County,2017,April,6.1
San Bernardino County,2017,April,4.8
San Diego County,2017,April,3.9
San Francisco County,2017,April,2.8
San Joaquin County,2017,April,7.3
San Luis Obispo County,2017,April,3.4
San Mateo County,2017,April,2.6
Santa Barbara County,2017,April,4.3
Santa Clara County,2017,April,3.2
Santa Cruz County,2017,April,6.5
Shasta County,2017,April,6.2
Sierra County,2017,April,7.7
Siskiyou County,2017,April,7.5
Solano County,2017,April,4.8
Sonoma County,2017,April,3.3
Stanislaus County,2017,April,8.1
Sutter County,2017,April,10.2
Tehama County,2017,April,6.8
Trinity County,2017,April,7.0
Tulare County,2017,April,10.4
Tuolumne County,2017,April,5.6
Ventura County,2017,April,4.2
Yolo County,2017,April,5.2
Yuba County,2017,April,7.9
Alameda County,2017,May,3.4
Alpine County,2017,May,7.5
Amador County,2017,May,4.6
Butte County,2017,May,5.3
Calaveras County,2017,May,4.5
Colusa County,2017,May,12.6
Contra Costa County,2017,May,3.6
Del Norte County,2017,May,6.0
El Dorado County,2017,May,4.1
Fresno County,2017,May,7.9
Glenn County,2017,May,7.3
Humboldt County,2017,May,3.8
Imperial County,2017,May,18.3
Inyo County,2017,May,4.0
Kern County,2017,May,8.9
Kings County,2017,May,8.1
Lake County,2017,May,5.2
Lassen County,2017,May,5.1
Los Angeles County,2017,May,4.4
Madera County,2017,May,7.8
Marin County,2017,May,2.7
Mariposa County,2017,May,5.2
Mendocino County,2017,May,3.9
Merced County,2017,May,8.9
Modoc County,2017,May,7.0
Mono County,2017,May,4.6
Monterey County,2017,May,6.0
Napa County,2017,May,3.2
Nevada County,2017,May,3.8
Orange County,2017,May,3.2
Placer County,2017,May,3.6
Plumas County,2017,May,8.0
Riverside County,2017,May,4.8
Sacramento County,2017,May,4.4
San Benito County,2017,May,5.5
San Bernardino County,2017,May,4.6
San Diego County,2017,May,3.8
San Francisco County,2017,May,2.8
San Joaquin County,2017,May,6.4
San Luis Obispo County,2017,May,3.2
San Mateo County,2017,May,2.5
Santa Barbara County,2017,May,3.8
Santa Clara County,2017,May,3.0
Santa Cruz County,2017,May,5.1
Shasta County,2017,May,5.4
Sierra County,2017,May,5.9
Siskiyou County,2017,May,6.3
Solano County,2017,May,4.4
Sonoma County,2017,May,3.1
Stanislaus County,2017,May,7.3
Sutter County,2017,May,8.5
Tehama County,2017,May,6.2
Trinity County,2017,May,5.6
Tulare County,2017,May,9.3
Tuolumne County,2017,May,5.0
Ventura County,2017,May,4.0
Yolo County,2017,May,4.5
Yuba County,2017,May,6.9
Alameda County,2017,June,3.9
Alpine County,2017,June,8.9
Amador County,2017,June,4.9
Butte County,2017,June,6.0
Calaveras County,2017,June,4.8
Colusa County,2017,June,12.2
Contra Costa County,2017,June,4.1
Del Norte County,2017,June,6.4
El Dorado County,2017,June,4.5
Fresno County,2017,June,8.3
Glenn County,2017,June,7.7
Humboldt County,2017,June,4.5
Imperial County,2017,June,19.6
Inyo County,2017,June,4.2
Kern County,2017,June,9.4
Kings County,2017,June,8.9
Lake County,2017,June,5.6
Lassen County,2017,June,5.4
Los Angeles County,2017,June,4.8
Madera County,2017,June,8.1
Marin County,2017,June,3.1
Mariposa County,2017,June,5.0
Mendocino County,2017,June,4.3
Merced County,2017,June,9.3
Modoc County,2017,June,6.9
Mono County,2017,June,4.9
Monterey County,2017,June,5.6
Napa County,2017,June,3.5
Nevada County,2017,June,4.2
Orange County,2017,June,3.8
Placer County,2017,June,4.1
Plumas County,2017,June,7.2
Riverside County,2017,June,5.5
Sacramento County,2017,June,4.9
San Benito County,2017,June,5.7
San Bernardino County,2017,June,5.3
San Diego County,2017,June,4.3
San Francisco County,2017,June,3.2
San Joaquin County,2017,June,7.0
San Luis Obispo County,2017,June,3.7
San Mateo County,2017,June,3.0
Santa Barbara County,2017,June,4.3
Santa Clara County,2017,June,3.4
Santa Cruz County,2017,June,5.0
Shasta County,2017,June,5.7
Sierra County,2017,June,5.5
Siskiyou County,2017,June,6.3
Solano County,2017,June,4.9
Sonoma County,2017,June,3.5
Stanislaus County,2017,June,7.8
Sutter County,2017,June,8.3
Tehama County,2017,June,6.6
Trinity County,2017,June,5.6
Tulare County,2017,June,9.9
Tuolumne County,2017,June,5.3
Ventura County,2017,June,4.5
Yolo County,2017,June,5.1
Yuba County,2017,June,7.3
Alameda County,2017,July,4.1
Alpine County,2017,July,8.0
Amador County,2017,July,5.1
Butte County,2017,July,6.2
Calaveras County,2017,July,4.9
Colusa County,2017,July,11.6
Contra Costa County,2017,July,4.2
Del Norte County,2017,July,6.4
El Dorado County,2017,July,4.6
Fresno County,2017,July,8.2
Glenn County,2017,July,7.8
Humboldt County,2017,July,4.7
Imperial County,2017,July,21.3
Inyo County,2017,July,4.5
Kern County,2017,July,9.3
Kings County,2017,July,8.4
Lake County,2017,July,5.8
Lassen County,2017,July,5.3
Los Angeles County,2017,July,5.4
Madera County,2017,July,8.1
Marin County,2017,July,3.2
Mariposa County,2017,July,4.9
Mendocino County,2017,July,4.5
Merced County,2017,July,9.2
Modoc County,2017,July,6.9
Mono County,2017,July,4.7
Monterey County,2017,July,5.5
Napa County,2017,July,3.6
Nevada County,2017,July,4.4
Orange County,2017,July,4.0
Placer County,2017,July,4.2
Plumas County,2017,July,7.0
Riverside County,2017,July,5.8
Sacramento County,2017,July,5.0
San Benito County,2017,July,5.5
San Bernardino County,2017,July,5.6
San Diego County,2017,July,4.5
San Francisco County,2017,July,3.2
San Joaquin County,2017,July,7.1
San Luis Obispo County,2017,July,4.0
San Mateo County,2017,July,3.1
Santa Barbara County,2017,July,4.5
Santa Clara County,2017,July,3.5
Santa Cruz County,2017,July,5.1
Shasta County,2017,July,5.8
Sierra County,2017,July,6.0
Siskiyou County,2017,July,6.6
Solano County,2017,July,5.1
Sonoma County,2017,July,3.7
Stanislaus County,2017,July,7.6
Sutter County,2017,July,7.7
Tehama County,2017,July,6.8
Trinity County,2017,July,5.8
Tulare County,2017,July,10.3
Tuolumne County,2017,July,5.4
Ventura County,2017,July,4.8
Yolo County,2017,July,5.1
Yuba County,2017,July,7.4
Alameda County,2017,August,4.0
Alpine County,2017,August,7.2
Amador County,2017,August,4.9
Butte County,2017,August,5.9
Calaveras County,2017,August,4.7
Colusa County,2017,August,9.4
Contra Costa County,2017,August,4.2
Del Norte County,2017,August,6.3
El Dorado County,2017,August,4.5
Fresno County,2017,August,7.8
Glenn County,2017,August,7.3
Humboldt County,2017,August,4.6
Imperial County,2017,August,22.7
Inyo County,2017,August,4.2
Kern County,2017,August,8.6
Kings County,2017,August,7.8
Lake County,2017,August,5.4
Lassen County,2017,August,5.1
Los Angeles County,2017,August,5.4
Madera County,2017,August,7.4
Marin County,2017,August,3.2
Mariposa County,2017,August,4.8
Mendocino County,2017,August,4.3
Merced County,2017,August,8.3
Modoc County,2017,August,6.4
Mono County,2017,August,4.7
Monterey County,2017,August,5.2
Napa County,2017,August,3.5
Nevada County,2017,August,4.2
Orange County,2017,August,3.9
Placer County,2017,August,4.1
Plumas County,2017,August,6.5
Riverside County,2017,August,5.9
Sacramento County,2017,August,4.9
San Benito County,2017,August,5.2
San Bernardino County,2017,August,5.3
San Diego County,2017,August,4.3
San Francisco County,2017,August,3.2
San Joaquin County,2017,August,6.7
San Luis Obispo County,2017,August,4.0
San Mateo County,2017,August,3.0
Santa Barbara County,2017,August,4.3
Santa Clara County,2017,August,3.5
Santa Cruz County,2017,August,4.8
Shasta County,2017,August,5.6
Sierra County,2017,August,5.7
Siskiyou County,2017,August,6.3
Solano County,2017,August,4.9
Sonoma County,2017,August,3.5
Stanislaus County,2017,August,6.9
Sutter County,2017,August,7.0
Tehama County,2017,August,6.4
Trinity County,2017,August,5.3
Tulare County,2017,August,10.0
Tuolumne County,2017,August,5.3
Ventura County,2017,August,4.9
Yolo County,2017,August,4.9
Yuba County,2017,August,7.0
Alameda County,2017,September,3.5
Alpine County,2017,September,6.7
Amador County,2017,September,4.3
Butte County,2017,September,4.9
Calaveras County,2017,September,4.0
Colusa County,2017,September,8.1
Contra Costa County,2017,September,3.6
Del Norte County,2017,September,5.4
El Dorado County,2017,September,3.9
Fresno County,2017,September,6.9
Glenn County,2017,September,5.9
Humboldt County,2017,September,3.7
Imperial County,2017,September,21.1
Inyo County,2017,September,3.8
Kern County,2017,September,7.6
Kings County,2017,September,7.0
Lake County,2017,September,4.9
Lassen County,2017,September,4.4
Los Angeles County,2017,September,4.8
Madera County,2017,September,6.3
Marin County,2017,September,2.7
Mariposa County,2017,September,4.2
Mendocino County,2017,September,3.7
Merced County,2017,September,7.0
Modoc County,2017,September,5.7
Mono County,2017,September,4.4
Monterey County,2017,September,4.5
Napa County,2017,September,3.0
Nevada County,2017,September,3.8
Orange County,2017,September,3.3
Placer County,2017,September,3.6
Plumas County,2017,September,5.8
Riverside County,2017,September,5.2
Sacramento County,2017,September,4.3
San Benito County,2017,September,4.6
San Bernardino County,2017,September,4.7
San Diego County,2017,September,3.8
San Francisco County,2017,September,2.8
San Joaquin County,2017,September,6.0
San Luis Obispo County,2017,September,3.3
San Mateo County,2017,September,2.6
Santa Barbara County,2017,September,3.8
Santa Clara County,2017,September,3.0
Santa Cruz County,2017,September,4.2
Shasta County,2017,September,4.9
Sierra County,2017,September,5.1
Siskiyou County,2017,September,5.4
Solano County,2017,September,4.3
Sonoma County,2017,September,3.0
Stanislaus County,2017,September,6.1
Sutter County,2017,September,6.2
Tehama County,2017,September,5.3
Trinity County,2017,September,4.6
Tulare County,2017,September,9.0
Tuolumne County,2017,September,4.7
Ventura County,2017,September,4.4
Yolo County,2017,September,4.2
Yuba County,2017,September,6.2
Alameda County,2017,October,3.4
Alpine County,2017,October,6.4
Amador County,2017,October,4.3
Butte County,2017,October,4.7
Calaveras County,2017,October,4.0
Colusa County,2017,October,8.1
Contra Costa County,2017,October,3.5
Del Norte County,2017,October,5.5
El Dorado County,2017,October,3.8
Fresno County,2017,October,7.4
Glenn County,2017,October,5.5
Humboldt County,2017,October,3.6
Imperial County,2017,October,19.9
Inyo County,2017,October,3.8
Kern County,2017,October,7.4
Kings County,2017,October,7.1
Lake County,2017,October,5.2
Lassen County,2017,October,4.0
Los Angeles County,2017,October,4.5
Madera County,2017,October,6.4
Marin County,2017,October,2.6
Mariposa County,2017,October,4.6
Mendocino County,2017,October,3.8
Merced County,2017,October,6.9
Modoc County,2017,October,5.9
Mono County,2017,October,4.9
Monterey County,2017,October,4.6
Napa County,2017,October,3.2
Nevada County,2017,October,3.7
Orange County,2017,October,3.2
Placer County,2017,October,3.5
Plumas County,2017,October,5.9
Riverside County,2017,October,4.9
Sacramento County,2017,October,4.2
San Benito County,2017,October,4.6
San Bernardino County,2017,October,4.5
San Diego County,2017,October,3.7
San Francisco County,2017,October,2.7
San Joaquin County,2017,October,5.9
San Luis Obispo County,2017,October,3.2
San Mateo County,2017,October,2.5
Santa Barbara County,2017,October,3.8
Santa Clara County,2017,October,2.9
Santa Cruz County,2017,October,4.1
Shasta County,2017,October,4.8
Sierra County,2017,October,5.0
Siskiyou County,2017,October,5.5
Solano County,2017,October,4.2
Sonoma County,2017,October,3.1
Stanislaus County,2017,October,6.1
Sutter County,2017,October,6.4
Tehama County,2017,October,4.9
Trinity County,2017,October,4.7
Tulare County,2017,October,9.3
Tuolumne County,2017,October,4.6
Ventura County,2017,October,4.2
Yolo County,2017,October,4.2
Yuba County,2017,October,6.0
Alameda County,2017,November,3.2
Alpine County,2017,November,5.3
Amador County,2017,November,4.3
Butte County,2017,November,4.9
Calaveras County,2017,November,4.0
Colusa County,2017,November,11.8
Contra Costa County,2017,November,3.4
Del Norte County,2017,November,5.9
El Dorado County,2017,November,3.7
Fresno County,2017,November,8.0
Glenn County,2017,November,6.0
Humboldt County,2017,November,3.6
Imperial County,2017,November,19.1
Inyo County,2017,November,3.9
Kern County,2017,November,7.6
Kings County,2017,November,7.8
Lake County,2017,November,5.4
Lassen County,2017,November,4.4
Los Angeles County,2017,November,4.4
Madera County,2017,November,7.0
Marin County,2017,November,2.5
Mariposa County,2017,November,5.4
Mendocino County,2017,November,4.1
Merced County,2017,November,7.8
Modoc County,2017,November,7.6
Mono County,2017,November,4.7
Monterey County,2017,November,5.5
Napa County,2017,November,3.4
Nevada County,2017,November,3.6
Orange County,2017,November,3.1
Placer County,2017,November,3.3
Plumas County,2017,November,7.4
Riverside County,2017,November,4.7
Sacramento County,2017,November,4.1
San Benito County,2017,November,4.9
San Bernardino County,2017,November,4.3
San Diego County,2017,November,3.6
San Francisco County,2017,November,2.6
San Joaquin County,2017,November,6.2
San Luis Obispo County,2017,November,3.2
San Mateo County,2017,November,2.4
Santa Barbara County,2017,November,4.0
Santa Clara County,2017,November,2.8
Santa Cruz County,2017,November,4.9
Shasta County,2017,November,4.9
Sierra County,2017,November,5.1
Siskiyou County,2017,November,6.2
Solano County,2017,November,4.2
Sonoma County,2017,November,3.0
Stanislaus County,2017,November,6.5
Sutter County,2017,November,7.5
Tehama County,2017,November,5.1
Trinity County,2017,November,5.3
Tulare County,2017,November,9.4
Tuolumne County,2017,November,4.7
Ventura County,2017,November,4.2
Yolo County,2017,November,4.5
Yuba County,2017,November,6.3
Alameda County,2017,December,3.1
Alpine County,2017,December,4.1
Amador County,2017,December,4.4
Butte County,2017,December,5.2
Calaveras County,2017,December,4.1
Colusa County,2017,December,15.3
Contra Costa County,2017,December,3.3
Del Norte County,2017,December,6.2
El Dorado County,2017,December,3.7
Fresno County,2017,December,8.3
Glenn County,2017,December,6.6
Humboldt County,2017,December,3.6
Imperial County,2017,December,17.6
Inyo County,2017,December,4.0
Kern County,2017,December,8.6
Kings County,2017,December,8.5
Lake County,2017,December,5.8
Lassen County,2017,December,5.1
Los Angeles County,2017,December,4.4
Madera County,2017,December,7.7
Marin County,2017,December,2.4
Mariposa County,2017,December,6.3
Mendocino County,2017,December,4.3
