Area Name,Year,Month,Regional Unemployment Rate
Glenn County,2020,May,11.9
Humboldt County,2020,May,13.2
Imperial County,2020,May,27.6
Inyo County,2020,May,12.8
Kern County,2020,May,17.3
Kings County,2020,May,15.2
Lake County,2020,May,14.5
Lassen County,2020,May,9.7
Los Angeles County,2020,May,18.9
Madera County,2020,May,15.2
Marin County,2020,May,11.2
Mariposa County,2020,May,19.4
Mendocino County,2020,May,13.9
Merced County,2020,May,15.9
Modoc County,2020,May,10.1
Mono County,2020,May,27.0
Monterey County,2020,May,15.1
Napa County,2020,May,15.5
Nevada County,2020,May,13.3
Orange County,2020,May,15.1
Placer County,2020,May,12.6
Plumas County,2020,May,13.9
Riverside County,2020,May,16.0
Sacramento County,2020,May,14.6
San Benito County,2020,May,14.9
San Bernardino County,2020,May,14.4
San Diego County,2020,May,15.9
San Francisco County,2020,May,13.0
San Joaquin County,2020,May,16.1
San Luis Obispo County,2020,May,13.4
San Mateo County,2020,May,11.4
Santa Barbara County,2020,May,12.7
Santa Clara County,2020,May,11.5
Santa Cruz County,2020,May,14.5
Shasta County,2020,May,13.1
Sierra County,2020,May,11.7
Siskiyou County,2020,May,12.9
Solano County,2020,May,14.9
Sonoma County,2020,May,13.8
Stanislaus County,2020,May,15.9
Sutter County,2020,May,15.2
Tehama County,2020,May,12.7
Trinity County,2020,May,10.7
Tulare County,2020,May,16.7
Tuolumne County,2020,May,18.0
Ventura County,2020,May,13.9
Yolo County,2020,May,10.8
Yuba County,2020,May,14.7
Alameda County,2020,June,12.8
Alpine County,2020,June,19.2
Amador County,2020,June,12.0
Butte County,2020,June,11.5
Calaveras County,2020,June,9.9
Colusa County,2020,June,15.9
Contra Costa County,2020,June,12.7
Del Norte County,2020,June,11.5
El Dorado County,2020,June,11.9
Fresno County,2020,June,13.4
Glenn County,2020,June,10.4
Humboldt County,2020,June,11.4
Imperial County,2020,June,25.8
Inyo County,2020,June,10.3
Kern County,2020,June,15.5
Kings County,2020,June,13.2
Lake County,2020,June,12.1
Lassen County,2020,June,8.1
Los Angeles County,2020,June,17.8
Madera County,2020,June,12.8
Marin County,2020,June,9.9
Mariposa County,2020,June,14.0
Mendocino County,2020,June,11.9
Merced County,2020,June,14.2
Modoc County,2020,June,8.3
Mono County,2020,June,20.8
Monterey County,2020,June,12.0
Napa County,2020,June,12.2
Nevada County,2020,June,11.0
Orange County,2020,June,13.1
Placer County,2020,June,10.3
Plumas County,2020,June,10.8
Riverside County,2020,June,13.5
Sacramento County,2020,June,12.7
San Benito County,2020,June,12.3
San Bernardino County,2020,June,12.8
San Diego County,2020,June,13.3
San Francisco County,2020,June,11.9
San Joaquin County,2020,June,14.4
San Luis Obispo County,2020,June,10.9
San Mateo County,2020,June,10.3
Santa Barbara County,2020,June,10.5
Santa Clara County,2020,June,10.2
Santa Cruz County,2020,June,11.9
Shasta County,2020,June,10.5
Sierra County,2020,June,9.3
Siskiyou County,2020,June,10.9
Solano County,2020,June,12.9
Sonoma County,2020,June,11.4
Stanislaus County,2020,June,13.5
Sutter County,2020,June,12.7
Tehama County,2020,June,10.7
Trinity County,2020,June,8.8
Tulare County,2020,June,14.7
Tuolumne County,2020,June,13.8
Ventura County,2020,June,11.8
Yolo County,2020,June,9.8
Yuba County,2020,June,12.4
Alameda County,2020,July,12.0
Alpine County,2020,July,14.5
Amador County,2020,July,11.7
Butte County,2020,July,11.0
Calaveras County,2020,July,9.1
Colusa County,2020,July,13.3
Contra Costa County,2020,July,11.9
Del Norte County,2020,July,11.1
El Dorado County,2020,July,10.0
Fresno County,2020,July,13.1
Glenn County,2020,July,10.1
Humboldt County,2020,July,10.7
Imperial County,2020,July,26.9
Inyo County,2020,July,9.3
Kern County,2020,July,15.2
Kings County,2020,July,12.4
Lake County,2020,July,10.9
Lassen County,2020,July,7.9
Los Angeles County,2020,July,18.6
Madera County,2020,July,12.4
Marin County,2020,July,9.1
Mariposa County,2020,July,11.3
Mendocino County,2020,July,10.9
Merced County,2020,July,13.8
Modoc County,2020,July,7.8
Mono County,2020,July,13.8
Monterey County,2020,July,10.4
Napa County,2020,July,10.7
Nevada County,2020,July,10.0
Orange County,2020,July,12.3
Placer County,2020,July,9.4
Plumas County,2020,July,10.1
Riverside County,2020,July,13.1
Sacramento County,2020,July,12.1
San Benito County,2020,July,11.0
San Bernardino County,2020,July,12.7
San Diego County,2020,July,12.4
San Francisco County,2020,July,11.0
San Joaquin County,2020,July,13.9
San Luis Obispo County,2020,July,9.9
San Mateo County,2020,July,9.3
Santa Barbara County,2020,July,9.6
Santa Clara County,2020,July,9.3
Santa Cruz County,2020,July,10.6
Shasta County,2020,July,10.0
Sierra County,2020,July,8.7
Siskiyou County,2020,July,10.5
Solano County,2020,July,12.2
Sonoma County,2020,July,10.1
Stanislaus County,2020,July,13.0
Sutter County,2020,July,11.8
Tehama County,2020,July,10.3
Trinity County,2020,July,8.0
Tulare County,2020,July,14.9
Tuolumne County,2020,July,12.2
Ventura County,2020,July,11.3
Yolo County,2020,July,9.2
Yuba County,2020,July,12.2
Alameda County,2020,August,10.0
Alpine County,2020,August,11.1
Amador County,2020,August,9.4
Butte County,2020,August,9.3
Calaveras County,2020,August,7.4
Colusa County,2020,August,10.0
Contra Costa County,2020,August,9.9
Del Norte County,2020,August,9.3
El Dorado County,2020,August,8.1
Fresno County,2020,August,11.0
Glenn County,2020,August,8.1
Humboldt County,2020,August,8.9
Imperial County,2020,August,23.3
Inyo County,2020,August,7.6
Kern County,2020,August,12.4
Kings County,2020,August,10.4
Lake County,2020,August,9.0
Lassen County,2020,August,6.4
Los Angeles County,2020,August,17.0
Madera County,2020,August,10.0
Marin County,2020,August,7.4
Mariposa County,2020,August,9.4
Mendocino County,2020,August,9.0
Merced County,2020,August,11.1
Modoc County,2020,August,6.3
Mono County,2020,August,10.4
Monterey County,2020,August,8.3
Napa County,2020,August,8.9
Nevada County,2020,August,8.1
Orange County,2020,August,10.2
Placer County,2020,August,7.7
Plumas County,2020,August,8.2
Riverside County,2020,August,11.0
Sacramento County,2020,August,10.3
San Benito County,2020,August,8.9
San Bernardino County,2020,August,10.8
San Diego County,2020,August,10.3
San Francisco County,2020,August,9.1
San Joaquin County,2020,August,11.5
San Luis Obispo County,2020,August,8.1
San Mateo County,2020,August,7.8
Santa Barbara County,2020,August,7.9
Santa Clara County,2020,August,7.7
Santa Cruz County,2020,August,8.7
Shasta County,2020,August,8.3
Sierra County,2020,August,7.3
Siskiyou County,2020,August,8.8
Solano County,2020,August,10.5
Sonoma County,2020,August,8.3
Stanislaus County,2020,August,10.6
Sutter County,2020,August,9.7
Tehama County,2020,August,8.4
Trinity County,2020,August,6.6
Tulare County,2020,August,12.4
Tuolumne County,2020,August,10.2
Ventura County,2020,August,9.3
Yolo County,2020,August,7.6
Yuba County,2020,August,10.2
Alameda County,2020,September,9.5
Alpine County,2020,September,11.0
Amador County,2020,September,8.9
Butte County,2020,September,8.9
Calaveras County,2020,September,7.2
Colusa County,2020,September,9.7
Contra Costa County,2020,September,9.5
Del Norte County,2020,September,8.7
El Dorado County,2020,September,7.6
Fresno County,2020,September,10.5
Glenn County,2020,September,7.4
Humboldt County,2020,September,8.0
Imperial County,2020,September,21.6
Inyo County,2020,September,7.5
Kern County,2020,September,11.7
Kings County,2020,September,10.2
Lake County,2020,September,8.8
Lassen County,2020,September,6.1
Los Angeles County,2020,September,11.4
Madera County,2020,September,9.6
Marin County,2020,September,6.9
Mariposa County,2020,September,9.3
Mendocino County,2020,September,8.5
Merced County,2020,September,10.4
Modoc County,2020,September,6.1
Mono County,2020,September,9.8
Monterey County,2020,September,8.0
Napa County,2020,September,8.2
Nevada County,2020,September,7.6
Orange County,2020,September,9.5
Placer County,2020,September,7.1
Plumas County,2020,September,7.8
Riverside County,2020,September,10.5
Sacramento County,2020,September,9.9
San Benito County,2020,September,8.5
San Bernardino County,2020,September,10.3
San Diego County,2020,September,9.5
San Francisco County,2020,September,8.8
San Joaquin County,2020,September,11.1
San Luis Obispo County,2020,September,7.4
San Mateo County,2020,September,7.4
Santa Barbara County,2020,September,7.4
Santa Clara County,2020,September,7.3
Santa Cruz County,2020,September,8.2
Shasta County,2020,September,7.9
Sierra County,2020,September,6.5
Siskiyou County,2020,September,8.0
Solano County,2020,September,10.1
Sonoma County,2020,September,7.7
Stanislaus County,2020,September,10.2
Sutter County,2020,September,9.4
Tehama County,2020,September,8.0
Trinity County,2020,September,6.4
Tulare County,2020,September,11.8
Tuolumne County,2020,September,9.5
Ventura County,2020,September,8.7
Yolo County,2020,September,7.2
Yuba County,2020,September,10.0
Alameda County,2020,October,8.3
Alpine County,2020,October,10.3
Amador County,2020,October,8.0
Butte County,2020,October,7.8
Calaveras County,2020,October,6.6
Colusa County,2020,October,9.0
Contra Costa County,2020,October,8.3
Del Norte County,2020,October,8.1
El Dorado County,2020,October,6.7
Fresno County,2020,October,9.7
Glenn County,2020,October,6.6
Humboldt County,2020,October,7.1
Imperial County,2020,October,19.4
Inyo County,2020,October,6.8
Kern County,2020,October,10.4
Kings County,2020,October,9.5
Lake County,2020,October,8.2
Lassen County,2020,October,5.4
Los Angeles County,2020,October,10.4
Madera County,2020,October,8.9
Marin County,2020,October,5.9
Mariposa County,2020,October,8.6
Mendocino County,2020,October,7.7
Merced County,2020,October,9.7
Modoc County,2020,October,5.8
Mono County,2020,October,10.2
Monterey County,2020,October,7.3
Napa County,2020,October,7.4
Nevada County,2020,October,6.7
Orange County,2020,October,8.1
Placer County,2020,October,6.2
Plumas County,2020,October,7.5
Riverside County,2020,October,9.1
Sacramento County,2020,October,8.7
San Benito County,2020,October,7.6
San Bernardino County,2020,October,9.3
San Diego County,2020,October,8.3
San Francisco County,2020,October,7.5
San Joaquin County,2020,October,9.9
San Luis Obispo County,2020,October,6.3
San Mateo County,2020,October,6.4
Santa Barbara County,2020,October,6.5
Santa Clara County,2020,October,6.4
Santa Cruz County,2020,October,7.3
Shasta County,2020,October,7.2
Sierra County,2020,October,5.5
Siskiyou County,2020,October,7.0
Solano County,2020,October,9.1
Sonoma County,2020,October,6.9
Stanislaus County,2020,October,9.3
Sutter County,2020,October,8.6
Tehama County,2020,October,7.2
Trinity County,2020,October,6.2
Tulare County,2020,October,10.9
Tuolumne County,2020,October,8.5
Ventura County,2020,October,7.6
Yolo County,2020,October,6.5
Yuba County,2020,October,9.1
Alameda County,2020,November,8.0
Alpine County,2020,November,9.1
Amador County,2020,November,8.2
Butte County,2020,November,7.9
Calaveras County,2020,November,6.5
Colusa County,2020,November,12.0
Contra Costa County,2020,November,8.0
Del Norte County,2020,November,8.7
El Dorado County,2020,November,6.7
Fresno County,2020,November,10.0
Glenn County,2020,November,7.0
Humboldt County,2020,November,7.2
Imperial County,2020,November,18.5
Inyo County,2020,November,6.8
Kern County,2020,November,10.4
Kings County,2020,November,10.0
Lake County,2020,November,8.5
Lassen County,2020,November,6.2
Los Angeles County,2020,November,10.4
Madera County,2020,November,9.4
Marin County,2020,November,5.8
Mariposa County,2020,November,9.7
Mendocino County,2020,November,7.8
Merced County,2020,November,10.5
Modoc County,2020,November,6.9
Mono County,2020,November,9.3
Monterey County,2020,November,8.2
Napa County,2020,November,7.6
Nevada County,2020,November,6.6
Orange County,2020,November,7.6
Placer County,2020,November,6.0
Plumas County,2020,November,8.5
Riverside County,2020,November,8.8
Sacramento County,2020,November,8.5
San Benito County,2020,November,7.9
San Bernardino County,2020,November,9.1
San Diego County,2020,November,8.0
San Francisco County,2020,November,6.9
San Joaquin County,2020,November,10.0
San Luis Obispo County,2020,November,6.3
San Mateo County,2020,November,6.2
Santa Barbara County,2020,November,6.6
Santa Clara County,2020,November,6.1
Santa Cruz County,2020,November,7.6
Shasta County,2020,November,7.6
Sierra County,2020,November,6.1
Siskiyou County,2020,November,8.1
Solano County,2020,November,8.9
Sonoma County,2020,November,6.7
Stanislaus County,2020,November,9.4
Sutter County,2020,November,9.3
Tehama County,2020,November,7.6
Trinity County,2020,November,6.7
Tulare County,2020,November,10.9
Tuolumne County,2020,November,8.5
Ventura County,2020,November,7.5
Yolo County,2020,November,6.8
Yuba County,2020,November,9.5
Alameda County,2020,December,7.7
Alpine County,2020,December,8.5
Amador County,2020,December,8.4
Butte County,2020,December,8.2
